DV0,DV1,DV2,DV3,AIN0,AIN1,AIN2,AIN3,time_stamp_ms
-137,-136,0,0,279,272,269,271,1592696480485
-138,-137,0,0,279,271,270,269,1592696483008
-136,-137,0,0,279,270,270,270,1592696485486
-136,-137,0,0,279,269,272,271,1592696488042
-138,-135,0,0,279,269,271,269,1592696490616
-136,-137,0,0,279,271,272,271,1592696493131
-136,-135,0,0,279,270,270,271,1592696495675
-136,-135,0,0,279,272,272,271,1592696498135
-137,-135,0,0,279,270,269,269,1592696500596
-136,-135,0,0,279,272,270,270,1592696503106
-136,-134,0,0,279,270,271,270,1592696505717
-138,-137,0,0,279,270,271,270,1592696508366
-137,-135,0,0,279,270,272,269,1592696510896
-137,-135,0,0,279,271,270,270,1592696513433
-137,-135,0,0,280,271,269,271,1592696515946
-135,-137,0,0,280,270,272,269,1592696518481
-137,-136,0,0,280,271,270,270,1592696521006
-136,-136,0,0,280,269,271,270,1592696523546
-136,-137,0,0,280,270,271,269,1592696526076
-137,-135,0,0,280,271,269,271,1592696528616
-136,-135,0,0,280,270,270,271,1592696531146
-137,-136,0,0,279,271,269,269,1592696533692
-136,-135,0,0,279,269,271,269,1592696536226
-136,-137,0,0,279,270,269,271,1592696538802
-136,-135,0,0,279,269,270,271,1592696541326
-137,-135,0,0,279,271,270,271,1592696543841
-136,-135,0,0,279,269,270,271,1592696546376
-136,-136,0,0,279,269,271,270,1592696548906
-136,-137,0,0,279,269,271,269,1592696551446
-138,-135,0,0,279,271,271,269,1592696553966
-137,-136,0,0,279,271,270,270,1592696556491
-138,-135,0,0,279,272,269,271,1592696559026
-137,-135,0,0,279,270,270,270,1592696561562
-138,-138,0,0,278,271,271,270,1592696564096
-138,-137,0,0,277,271,269,271,1592696566624
-139,-136,0,-1,277,270,271,269,1592696569066
