DV0,DV1,DV2,DV3,AIN0,AIN1,AIN2,AIN3,time_stamp_ms
-118,-118,0,0,326,276,276,276,1590227777746
-118,-118,0,0,326,276,276,275,1590227780176
-119,-116,0,-1,326,276,274,273,1590227782606
-118,-116,0,-1,326,276,274,273,1590227785036
-117,-116,0,-1,326,276,274,274,1590227787467
-117,-117,0,0,326,276,276,275,1590227789896
-118,-118,0,0,326,276,276,276,1590227792326
-119,-118,0,0,326,276,275,275,1590227794756
-119,-116,0,-1,325,276,274,273,1590227797186
-118,-116,0,-1,325,276,274,273,1590227799616
-117,-116,0,-1,326,275,275,274,1590227802047
-117,-118,0,0,326,276,276,275,1590227804476
-118,-118,0,0,326,276,276,276,1590227806906
-118,-118,0,0,326,276,275,273,1590227809388
-117,-117,0,0,326,276,276,275,1590227811827
-117,-118,0,0,326,276,276,276,1590227814256
-118,-118,0,0,326,276,276,276,1590227816687
-119,-116,0,-1,326,276,274,273,1590227819116
-117,-115,0,-1,326,275,274,273,1590227821546
-117,-117,0,0,326,276,275,275,1590227823976
-117,-118,0,0,326,276,276,276,1590227826406
-119,-117,0,0,326,276,276,275,1590227828836
-118,-116,0,-1,326,276,274,273,1590227831267
-117,-116,0,-1,326,275,274,274,1590227833697
-117,-117,0,0,326,276,276,275,1590227836126
-118,-118,0,0,326,276,276,276,1590227838557
-118,-117,0,0,326,276,275,274,1590227840986
-119,-116,0,-1,326,276,274,273,1590227843418
-118,-116,0,-1,326,277,276,273,1590227845790
-118,-116,0,-1,326,276,274,273,1590227848217
-117,-116,0,-1,326,275,274,273,1590227850647
-117,-117,0,0,326,276,276,275,1590227853076
-119,-116,0,0,326,276,276,275,1590227855477
-117,-118,0,0,326,276,276,276,1590227857906
-118,-118,0,0,326,276,276,276,1590227860336
-119,-117,0,-1,326,276,274,273,1590227862767
-118,-116,0,-1,326,276,274,273,1590227865197
-117,-116,0,-1,326,275,274,274,1590227867627
-117,-117,0,0,326,276,275,276,1590227870066
-119,-116,0,-1,326,276,274,273,1590227872496
-117,-116,0,-1,326,275,274,273,1590227874926
-117,-117,0,0,326,276,275,275,1590227877357
-117,-118,0,0,326,276,276,276,1590227879786
-118,-118,0,0,326,276,276,276,1590227882216
-119,-117,0,-1,326,276,274,273,1590227884647
-118,-116,0,-1,326,276,274,273,1590227887076
-117,-116,0,-1,326,275,274,276,1590227889517
-118,-117,0,-1,326,276,275,274,1590227891946
-118,-116,0,-1,326,276,274,273,1590227894377
-117,-116,0,-1,326,275,274,274,1590227896807
-117,-117,0,0,326,276,276,275,1590227899236
-117,-118,0,0,326,276,276,276,1590227901666
-118,-118,0,0,326,276,276,276,1590227904096
-119,-117,0,-1,326,276,274,273,1590227906527
-118,-116,0,-1,325,276,274,273,1590227908956
-117,-116,0,-1,325,275,276,275,1590227911410
-117,-116,0,-1,325,275,274,274,1590227913836
-117,-117,0,0,325,276,276,275,1590227916266
-117,-118,0,0,325,276,276,276,1590227918697
-118,-118,0,0,325,276,276,276,1590227921126
-119,-117,0,-1,325,276,274,274,1590227923557
-118,-116,0,-1,325,276,274,273,1590227925986
-117,-116,0,-1,325,275,274,273,1590227928416
-117,-117,0,0,325,276,276,275,1590227930846
-117,-118,0,0,325,276,276,275,1590227933277
-118,-118,0,0,325,276,276,276,1590227935706
-118,-117,0,0,325,276,275,274,1590227938136
-119,-116,0,-1,325,276,274,273,1590227940567
-118,-116,0,-1,325,275,274,273,1590227942996
-117,-116,0,-1,325,275,275,274,1590227945426
-117,-118,0,0,325,276,276,275,1590227947856
-117,-118,0,0,325,276,276,276,1590227950286
-118,-118,0,0,325,276,276,275,1590227952716
-119,-117,0,-1,325,276,274,273,1590227955147
-118,-116,0,-1,326,276,273,273,1590227957577
-117,-116,0,-1,325,275,274,274,1590227960006
-117,-117,0,0,325,276,276,275,1590227962437
-117,-117,0,0,326,276,276,275,1590227964866
-118,-118,0,0,326,276,276,276,1590227967297
-117,-116,0,-1,326,275,276,276,1590227969741
-117,-117,0,0,326,276,276,275,1590227972167
-117,-118,0,0,326,276,276,276,1590227974597
-118,-118,0,0,326,276,276,276,1590227977026
-118,-116,0,-1,326,276,274,273,1590227979457
-118,-116,0,-1,326,276,274,273,1590227981886
-117,-115,0,-1,326,275,274,273,1590227984316
-116,-117,0,0,326,276,276,275,1590227986747
-117,-118,0,0,326,276,276,276,1590227989177
-118,-118,0,0,326,276,276,276,1590227991607
-118,-116,0,-1,326,276,274,273,1590227994036
-118,-116,0,-1,326,276,274,273,1590227996466
-116,-115,0,-1,326,275,274,273,1590227998896
-117,-117,0,0,326,276,276,275,1590228001326
-117,-118,0,0,326,276,276,276,1590228003756
-118,-118,0,0,326,276,276,275,1590228006187
-118,-116,0,-1,326,276,274,273,1590228008617
-117,-115,0,-1,326,275,274,273,1590228011046
-116,-117,0,0,326,276,276,275,1590228013477
-117,-116,0,-1,326,276,274,273,1590228015916
-116,-115,0,-1,326,275,274,274,1590228018346
-117,-117,0,0,326,276,276,275,1590228020776
-118,-118,0,0,326,276,276,276,1590228023207
-118,-116,0,-1,326,276,274,273,1590228025637
-117,-115,0,-1,326,275,274,273,1590228028066
-117,-117,0,0,326,276,276,275,1590228030496
-118,-117,0,0,326,276,276,275,1590228032926
-118,-116,0,-1,326,276,274,273,1590228035356
-117,-116,0,-1,326,275,275,274,1590228037786
-117,-118,0,0,326,276,276,276,1590228040216
-118,-117,0,0,326,276,275,274,1590228042646
-118,-116,0,-1,326,276,274,273,1590228045076
-116,-116,0,0,326,276,275,274,1590228047506
-116,-118,0,-1,326,277,276,276,1590228049880
-117,-117,0,0,326,276,276,275,1590228052307
-118,-118,0,0,326,276,276,276,1590228054736
-118,-117,0,-1,326,276,275,274,1590228057166
-118,-115,0,-1,326,277,276,275,1590228059607
-118,-118,0,0,326,276,276,276,1590228062036
-118,-116,0,-1,326,276,274,273,1590228064467
-117,-115,0,-1,326,275,274,273,1590228066897
-117,-117,0,0,326,276,276,275,1590228069326
-118,-118,0,0,326,276,276,276,1590228071757
-119,-116,0,-1,326,276,274,273,1590228074186
-117,-115,0,-1,326,275,274,274,1590228076616
-117,-117,0,0,326,276,276,275,1590228079046
-118,-118,0,0,326,276,276,276,1590228081477
-118,-117,0,-1,326,276,274,273,1590228083906
-117,-115,0,-1,326,275,274,273,1590228086336
-117,-117,0,0,326,276,276,275,1590228088767
-118,-118,0,0,326,276,276,276,1590228091196
-119,-117,0,-1,326,276,274,273,1590228093626
-118,-115,0,-1,326,275,274,273,1590228096056
-116,-117,0,0,326,276,276,275,1590228098486
-118,-118,0,0,326,276,276,276,1590228100917
-118,-117,0,0,326,276,274,273,1590228103347
-118,-115,0,-1,326,275,274,273,1590228105776
-116,-117,0,0,326,276,276,274,1590228108207
-117,-118,0,0,326,276,276,276,1590228110636
-118,-117,0,0,326,276,275,274,1590228113066
-118,-116,0,-1,326,276,274,273,1590228115497
-118,-116,0,0,326,276,276,273,1590228117934
-117,-118,0,0,326,276,276,274,1590228120300
-116,-116,0,0,326,276,275,275,1590228122727
-117,-118,0,0,326,276,276,276,1590228125156
-118,-117,0,0,326,276,275,274,1590228127586
-118,-116,0,-1,326,277,274,273,1590228129960
-118,-117,0,-1,326,276,275,273,1590228132386
-118,-115,0,-1,326,276,273,273,1590228134817
-117,-116,0,0,326,276,275,275,1590228137246
-117,-118,0,0,326,276,276,276,1590228139676
-118,-118,0,0,326,276,276,275,1590228142106
-118,-116,0,-1,326,276,274,273,1590228144537
-117,-115,0,-1,326,275,274,274,1590228146966
-116,-117,0,0,326,276,276,274,1590228149407
-118,-116,0,-1,326,276,274,273,1590228151837
-117,-115,0,-1,326,275,274,273,1590228154266
-116,-117,0,0,326,276,276,275,1590228156696
-117,-118,0,0,326,276,276,276,1590228159126
-117,-115,0,-1,326,277,274,273,1590228161531
-118,-116,0,-1,326,276,274,273,1590228163956
-118,-115,0,-1,326,276,274,273,1590228166386
-116,-116,0,0,326,276,275,274,1590228168816
-117,-118,0,0,326,276,276,276,1590228171247
-118,-117,0,0,326,276,275,275,1590228173676
-118,-116,0,-1,326,276,274,273,1590228176107
-117,-116,0,0,326,275,275,274,1590228178536
-117,-117,0,0,326,276,276,276,1590228180966
-118,-117,0,0,326,276,275,275,1590228183396
-118,-116,0,-1,326,276,273,273,1590228185827
-117,-116,0,-1,326,275,274,274,1590228188256
-117,-117,0,0,326,276,276,275,1590228190687
-118,-118,0,0,326,276,276,275,1590228193116
-119,-116,0,-1,326,276,274,273,1590228195546
-117,-115,0,-1,326,275,274,273,1590228197976
-117,-115,0,0,326,276,276,273,1590228200406
-118,-118,0,0,326,276,276,276,1590228202837
-118,-117,0,0,326,276,275,274,1590228205270
-118,-117,0,0,326,276,276,275,1590228207707
-118,-118,0,0,326,276,276,275,1590228210137
-118,-117,0,-1,326,276,274,274,1590228212566
-118,-116,0,-1,326,276,274,273,1590228214996
-117,-115,0,-1,326,275,274,274,1590228217427
-117,-117,0,0,326,276,276,275,1590228219856
-117,-118,0,0,326,276,276,276,1590228222286
-118,-118,0,0,326,276,276,275,1590228224717
-118,-116,0,-1,326,275,274,273,1590228227146
-118,-116,0,-1,326,276,274,276,1590228229587
-118,-118,0,0,326,276,276,276,1590228232017
-118,-117,0,0,326,276,276,275,1590228234446
-118,-116,0,-1,326,276,274,273,1590228236877
-117,-115,0,-1,326,275,274,273,1590228239306
-116,-116,0,0,326,275,275,274,1590228241736
-116,-117,0,0,326,276,276,276,1590228244166
-118,-118,0,0,326,276,276,276,1590228246596
-118,-116,0,-1,326,276,274,273,1590228249027
-118,-115,0,-1,326,276,274,273,1590228251457
-117,-115,0,-1,326,275,274,274,1590228253887
-116,-117,0,0,326,276,276,275,1590228256316
-118,-118,0,0,326,276,276,276,1590228258746
-118,-117,0,0,326,276,275,274,1590228261177
-118,-116,0,-1,326,276,274,273,1590228263606
-118,-118,0,0,326,276,276,276,1590228266046
-118,-118,0,0,326,276,276,276,1590228268477
-118,-116,0,-1,326,276,274,273,1590228270907
-118,-116,0,-1,326,276,273,273,1590228273337
-116,-115,0,-1,326,275,274,273,1590228275766
-117,-117,0,0,326,276,276,275,1590228278197
-117,-117,0,0,326,276,276,276,1590228280626
-117,-115,0,-1,326,275,274,273,1590228283067
-116,-116,0,-1,326,275,274,273,1590228285497
-116,-117,0,0,326,276,276,275,1590228287927
-117,-117,0,0,326,276,274,276,1590228290357
-118,-118,0,0,326,276,276,276,1590228292786
-118,-116,0,-1,326,275,274,273,1590228295217
-118,-116,0,-1,326,276,273,273,1590228297646
-117,-115,0,-1,326,275,274,274,1590228300077
-116,-117,0,0,326,276,276,274,1590228302450
-116,-115,0,-1,326,275,274,273,1590228304876
-116,-116,0,0,326,276,276,275,1590228307306
-117,-117,0,0,326,275,276,275,1590228309680
-116,-116,0,0,326,276,275,274,1590228312106
-117,-118,0,0,326,276,276,276,1590228314536
-118,-118,0,0,326,276,276,276,1590228316966
-118,-116,0,0,326,275,274,273,1590228319397
-118,-115,0,-1,327,276,274,273,1590228321826
-116,-115,0,-1,327,275,273,273,1590228324308
-117,-117,0,0,327,276,276,275,1590228326736
-117,-117,0,0,327,276,276,276,1590228329167
-118,-117,0,-1,327,276,276,274,1590228331530
-116,-115,0,-1,327,275,274,273,1590228333956
-116,-116,0,0,327,276,276,275,1590228336387
-116,-117,0,0,327,276,276,276,1590228338816
-118,-117,0,0,327,276,275,275,1590228341247
-118,-116,0,-1,327,276,274,273,1590228343676
-116,-115,0,-1,327,275,274,273,1590228346106
-116,-117,0,0,327,276,276,275,1590228348537
-117,-117,0,0,327,276,276,276,1590228350966
-118,-117,0,0,326,276,276,275,1590228353396
-118,-116,0,-1,326,276,274,273,1590228355826
-116,-115,0,-1,327,275,274,273,1590228358257
-116,-117,0,0,327,276,276,275,1590228360687
-117,-118,0,0,327,276,276,276,1590228363116
-118,-116,0,-1,327,276,274,273,1590228365546
-116,-115,0,-1,327,275,274,273,1590228367976
-116,-117,0,0,327,276,276,274,1590228370407
-116,-117,0,0,327,276,276,276,1590228372837
-118,-115,0,-1,327,275,274,273,1590228375267
-117,-115,0,-1,327,275,274,273,1590228377696
-116,-116,0,0,327,276,275,274,1590228380127
-116,-117,0,0,327,276,276,276,1590228382556
-118,-116,0,0,327,276,275,274,1590228384986
-117,-115,0,-1,327,276,274,273,1590228387416
-116,-115,0,0,327,275,276,274,1590228389820
-116,-115,0,0,327,275,275,274,1590228392246
-116,-117,0,0,327,276,276,275,1590228394676
-118,-117,0,0,327,276,276,275,1590228397106
-118,-115,0,-1,327,276,274,273,1590228399536
-116,-115,0,-1,327,275,274,273,1590228401966
-116,-116,0,0,327,276,276,275,1590228404397
-117,-117,0,0,327,276,276,276,1590228406826
-118,-116,0,0,327,276,275,274,1590228409256
-118,-115,0,-1,327,276,274,273,1590228411686
-116,-115,0,-1,327,275,274,273,1590228414117
-116,-116,0,0,327,276,276,275,1590228416547
-117,-117,0,0,327,276,276,276,1590228418976
-118,-116,0,0,327,276,275,274,1590228421406
-117,-115,0,-1,327,276,273,273,1590228423836
-116,-115,0,-1,327,275,274,273,1590228426267
-116,-117,0,0,327,276,276,275,1590228428697
-117,-117,0,0,327,276,276,276,1590228431127
-118,-115,0,-1,327,275,275,273,1590228433557
-117,-115,0,-1,327,275,274,273,1590228435986
-116,-115,0,0,327,275,275,273,1590228438416
-116,-117,0,0,327,276,276,275,1590228440847
-118,-117,0,0,327,276,276,276,1590228443276
-118,-116,0,-1,327,275,274,273,1590228445706
-117,-115,0,-1,327,275,274,273,1590228448137
-116,-115,0,0,327,275,274,273,1590228450566
-116,-116,0,0,327,276,276,275,1590228452996
-117,-117,0,0,327,276,276,276,1590228455427
-118,-117,0,0,327,276,275,274,1590228457856
-118,-115,0,-1,327,276,273,273,1590228460286
-116,-115,0,-1,327,275,274,273,1590228462716
-116,-116,0,0,327,276,275,275,1590228465147
-116,-117,0,0,327,276,276,276,1590228467576
-117,-115,0,0,327,275,276,275,1590228469972
-116,-116,0,0,327,276,276,273,1590228472340
-116,-115,0,-1,327,275,274,273,1590228474766
-116,-116,0,0,327,276,275,275,1590228477196
-116,-117,0,0,327,276,276,276,1590228479627
-118,-117,0,0,327,276,276,275,1590228482057
-118,-116,0,-1,327,276,274,273,1590228484486
-117,-115,0,-1,327,275,274,273,1590228486917
-116,-116,0,0,327,276,275,274,1590228489346
-116,-117,0,0,327,276,276,275,1590228491777
-118,-117,0,0,326,276,275,275,1590228494207
-118,-116,0,-1,326,276,274,273,1590228496636
-117,-115,0,-1,326,275,274,273,1590228499066
-116,-116,0,0,326,275,275,274,1590228501497
-116,-117,0,0,326,276,276,275,1590228503927
-118,-118,0,0,326,276,276,276,1590228506357
-118,-117,0,-1,326,275,274,273,1590228508786
-118,-115,0,-1,326,275,273,273,1590228511217
-116,-115,0,-1,326,275,274,273,1590228513647
-117,-116,0,0,326,276,275,274,1590228516077
-117,-117,0,0,326,276,276,275,1590228518506
-118,-118,0,0,326,276,276,276,1590228520937
-118,-116,0,-1,326,276,274,273,1590228523366
-118,-115,0,-1,326,275,274,273,1590228525796
-116,-116,0,0,326,276,275,274,1590228528226
-117,-118,0,0,326,276,276,275,1590228530657
-118,-118,0,0,326,276,276,275,1590228533087
-118,-116,0,-1,326,276,274,273,1590228535516
-117,-115,0,-1,326,275,274,273,1590228537946
-116,-117,0,0,326,276,276,275,1590228540377
-117,-118,0,0,326,276,276,276,1590228542806
-118,-116,0,0,326,276,274,273,1590228545237
-118,-115,0,-1,326,275,274,273,1590228547667
-117,-116,0,0,326,276,276,276,1590228550107
-119,-116,0,-1,326,276,274,273,1590228552536
-117,-115,0,-1,326,275,274,273,1590228554967
-116,-117,0,0,325,276,276,274,1590228557396
-118,-118,0,0,325,276,276,276,1590228559826
-118,-117,0,0,325,276,275,274,1590228562256
-118,-116,0,-1,325,276,273,273,1590228564687
-117,-116,0,-1,325,275,274,274,1590228567116
-117,-117,0,0,325,276,276,275,1590228569546
-118,-118,0,0,325,275,274,275,1590228571970
-117,-117,0,0,325,276,276,275,1590228574396
-117,-115,0,-1,325,275,274,273,1590228576837
-117,-116,0,0,325,275,274,274,1590228579267
-117,-117,0,0,325,276,276,275,1590228581696
-118,-118,0,0,325,276,276,276,1590228584127
-119,-117,0,-1,325,275,274,273,1590228586556
-118,-116,0,-1,325,276,273,273,1590228588986
-117,-116,0,-1,325,275,274,273,1590228591417
-117,-117,0,0,325,276,276,275,1590228593846
-118,-118,0,0,325,276,276,276,1590228596276
-118,-117,0,0,326,276,275,275,1590228598707
-118,-116,0,-1,326,277,274,275,1590228601080
-117,-117,0,0,326,277,275,273,1590228603490
-117,-115,0,-1,326,275,274,273,1590228605916
-116,-116,0,0,326,276,276,273,1590228608291
-117,-116,0,-1,326,275,274,273,1590228610716
-117,-117,0,0,326,276,275,275,1590228613146
-117,-118,0,0,326,276,276,276,1590228615577
-118,-117,0,0,326,276,276,275,1590228618007
-118,-116,0,-1,326,276,274,273,1590228620437
-117,-115,0,-1,326,275,274,273,1590228622867
-116,-117,0,0,326,276,276,274,1590228625297
-117,-118,0,0,326,276,276,276,1590228627726
-118,-117,0,0,326,275,275,275,1590228630120
-118,-117,0,0,326,275,276,275,1590228632473
-118,-117,0,0,326,276,275,275,1590228634906
-119,-116,0,-1,326,275,274,273,1590228637336
-118,-117,0,0,326,276,276,275,1590228639777
-118,-118,0,0,326,276,274,273,1590228642216
-117,-116,0,-1,326,275,274,274,1590228644646
-117,-117,0,0,326,276,276,275,1590228647077
-117,-118,0,0,326,276,276,276,1590228649506
-118,-118,0,0,326,276,276,276,1590228651936
-119,-116,0,-1,325,276,274,274,1590228654366
-118,-116,0,-1,325,276,273,273,1590228656797
-117,-115,0,-1,325,275,274,273,1590228659226
-117,-116,0,0,325,276,276,273,1590228661600
-117,-116,0,-1,325,276,274,273,1590228664027
-117,-116,0,-1,325,275,274,273,1590228666456
-117,-117,0,0,325,276,276,274,1590228668886
-117,-118,0,0,325,276,276,276,1590228671316
-118,-118,0,0,325,276,276,276,1590228673777
-118,-116,0,-1,325,276,274,273,1590228676206
-118,-115,0,-1,326,275,274,273,1590228678636
-117,-116,0,0,326,275,274,274,1590228681066
-116,-117,0,0,326,276,276,275,1590228683496
-117,-118,0,0,326,276,276,275,1590228685926
-118,-118,0,0,326,276,276,276,1590228688357
-118,-115,0,0,326,276,274,273,1590228690890
-118,-118,0,-1,326,275,276,273,1590228693423
-117,-116,0,-1,326,277,275,273,1590228695790
-118,-117,0,-1,326,276,275,274,1590228698216
-119,-116,0,-1,326,276,274,273,1590228700646
-118,-118,0,0,326,276,276,276,1590228703087
-118,-118,0,0,326,276,276,276,1590228705516
-118,-117,0,-1,326,276,274,274,1590228707946
-118,-116,0,-1,326,276,274,273,1590228710376
-117,-115,0,-1,326,275,274,273,1590228712806
-117,-116,0,0,326,276,275,274,1590228715236
-117,-117,0,0,326,276,276,275,1590228717666
-118,-118,0,0,326,276,276,276,1590228720097
-118,-117,0,0,326,276,275,274,1590228722526
-118,-116,0,-1,326,276,274,273,1590228724956
-117,-115,0,-1,326,275,274,273,1590228727386
-117,-118,0,0,326,275,276,273,1590228729810
-117,-115,0,-1,326,276,274,273,1590228732236
-118,-116,0,-1,326,276,276,276,1590228734659
-117,-117,0,0,326,276,276,275,1590228737097
-117,-118,0,0,326,276,276,276,1590228739527
-118,-118,0,0,326,276,276,276,1590228741956
-119,-117,0,0,326,276,274,274,1590228744386
-118,-116,0,-1,326,276,274,273,1590228746817
-117,-115,0,-1,326,275,274,273,1590228749246
-117,-117,0,0,326,276,275,274,1590228751676
-117,-117,0,0,326,276,276,276,1590228754107
-118,-118,0,0,326,276,276,276,1590228756536
-118,-117,0,0,326,276,275,275,1590228758967
-119,-116,0,-1,326,276,274,273,1590228761396
-117,-115,0,-1,326,275,274,273,1590228763827
-117,-117,0,0,326,276,275,274,1590228766256
-117,-118,0,0,326,276,276,276,1590228768687
-118,-118,0,0,326,276,276,276,1590228771117
-119,-117,0,-1,326,277,274,276,1590228773490
-118,-118,0,0,326,276,276,276,1590228775916
-118,-116,0,-1,326,276,274,273,1590228778347
-118,-115,0,-1,326,275,274,273,1590228780776
-116,-117,0,0,326,276,276,275,1590228783206
-117,-118,0,0,326,276,276,276,1590228785636
-119,-117,0,0,326,276,275,274,1590228788066
-118,-116,0,-1,326,276,275,273,1590228790496
-117,-116,0,-1,326,275,275,274,1590228792926
-117,-117,0,0,326,276,276,276,1590228795356
-118,-118,0,0,326,276,276,276,1590228797787
-118,-116,0,-1,326,276,274,273,1590228800216
-118,-115,0,-1,326,275,274,273,1590228802646
-117,-117,0,0,326,275,276,275,1590228805086
-118,-116,0,-1,326,276,274,273,1590228807517
-117,-115,0,-1,326,275,273,273,1590228809967
-117,-115,0,-1,326,275,274,273,1590228812397
-117,-117,0,0,326,276,276,275,1590228814827
-118,-118,0,0,326,276,276,276,1590228817257
-118,-116,0,-1,326,276,274,274,1590228819686
-117,-115,0,-1,326,276,274,273,1590228822117
-117,-116,0,0,326,276,275,275,1590228824546
-117,-118,0,0,326,276,276,276,1590228826977
-118,-118,0,0,326,276,276,275,1590228829406
-118,-116,0,-1,326,276,274,273,1590228831836
-117,-115,0,-1,326,275,274,274,1590228834266
-116,-117,0,0,326,276,276,275,1590228836696
-117,-118,0,0,326,276,276,276,1590228839126
-118,-117,0,0,326,276,275,275,1590228841556
-118,-116,0,-1,326,276,274,273,1590228843987
-117,-116,0,-1,326,275,274,274,1590228846416
-117,-117,0,0,326,276,276,275,1590228848854
-118,-117,0,0,326,276,276,275,1590228851297
-118,-118,0,0,326,276,276,276,1590228853727
-119,-117,0,-1,326,276,275,274,1590228856156
-118,-116,0,-1,326,276,274,273,1590228858587
-117,-116,0,-1,326,275,274,274,1590228861017
-117,-118,0,0,326,276,276,275,1590228863446
-118,-118,0,0,326,276,276,276,1590228865876
-119,-117,0,-1,326,276,274,273,1590228868307
-119,-116,0,-1,326,275,274,273,1590228870736
-117,-117,0,0,326,276,275,275,1590228873166
-117,-118,0,0,326,276,276,276,1590228875596
-118,-118,0,0,326,276,275,275,1590228878026
-119,-116,0,-1,326,277,274,275,1590228880400
-119,-117,0,0,326,276,275,274,1590228882826
-118,-116,0,-1,326,276,274,273,1590228885257
-117,-116,0,-1,326,275,274,274,1590228887686
-118,-117,0,-1,326,276,276,276,1590228890147
-119,-117,0,-1,326,276,274,274,1590228892576
-118,-116,0,-1,326,276,274,273,1590228895007
-117,-116,0,-1,326,276,274,274,1590228897437
-117,-118,0,0,326,276,276,276,1590228899866
-118,-118,0,0,326,276,276,276,1590228902297
-119,-116,0,-1,325,276,274,274,1590228904726
-118,-116,0,-1,325,275,274,273,1590228907156
-117,-116,0,-1,326,275,275,274,1590228909587
-117,-117,0,0,326,276,276,275,1590228912017
-118,-118,0,0,326,276,276,276,1590228914446
-119,-117,0,-1,326,276,275,274,1590228916877
-119,-116,0,-1,326,276,274,273,1590228919306
-117,-116,0,-1,326,275,274,273,1590228921736
-117,-117,0,0,325,276,276,275,1590228924166
-117,-118,0,0,325,276,276,276,1590228926596
-118,-118,0,0,325,276,276,276,1590228929027
-119,-117,0,-1,325,276,274,273,1590228931456
-118,-116,0,-1,325,276,274,273,1590228933887
-117,-116,0,-1,325,275,274,274,1590228936316
-117,-117,0,0,325,276,276,275,1590228938746
-117,-116,0,-1,325,276,274,273,1590228941186
-118,-116,0,-1,325,276,274,273,1590228943616
-117,-117,0,0,325,276,275,275,1590228946047
-117,-118,0,0,325,276,276,276,1590228948477
-118,-118,0,0,325,276,276,276,1590228950906
-119,-117,0,-1,325,276,275,274,1590228953336
-118,-116,0,-1,326,276,274,273,1590228955766
-117,-116,0,-1,326,275,274,273,1590228958196
-117,-117,0,0,326,276,276,275,1590228960626
-118,-118,0,0,326,276,276,276,1590228963057
-118,-117,0,0,326,276,276,275,1590228965487
-119,-116,0,-1,326,276,276,275,1590228967900
-117,-117,0,0,326,276,275,275,1590228970326
-117,-118,0,0,326,276,276,276,1590228972756
-118,-118,0,0,326,276,276,276,1590228975187
-119,-117,0,-1,326,276,274,273,1590228977617
-119,-117,0,0,326,276,276,276,1590228980056
-119,-116,0,0,326,276,274,275,1590228982417
-119,-116,0,-1,326,276,274,273,1590228984846
-117,-116,0,-1,326,275,274,273,1590228987276
-117,-117,0,0,326,276,275,275,1590228989707
-117,-116,0,-1,326,276,275,274,1590228992146
-119,-116,0,-1,326,276,274,273,1590228994576
-117,-116,0,-1,326,275,274,274,1590228997007
-117,-117,0,0,326,276,275,275,1590228999436
-117,-117,0,0,326,276,276,275,1590229001866
-118,-118,0,0,326,276,276,276,1590229004297
-118,-117,0,0,326,276,275,275,1590229006726
-119,-116,0,-1,326,276,274,273,1590229009156
-118,-116,0,-1,326,275,274,273,1590229011586
-117,-116,0,-1,326,275,274,274,1590229014016
-117,-117,0,0,326,276,276,275,1590229016446
-117,-118,0,0,326,276,276,276,1590229018876
-118,-118,0,0,326,275,274,274,1590229021350
-117,-117,0,0,326,276,276,275,1590229023776
-117,-118,0,0,325,276,276,276,1590229026207
-118,-118,0,0,325,276,276,275,1590229028636
-119,-117,0,-1,325,276,274,273,1590229031066
-118,-116,0,-1,325,276,274,273,1590229033496
-117,-116,0,-1,325,275,274,273,1590229035927
-117,-117,0,0,325,276,275,275,1590229038356
-117,-118,0,0,325,276,276,276,1590229040787
-119,-116,0,0,325,276,276,274,1590229043170
-119,-117,0,0,325,276,275,275,1590229045597
-119,-117,0,-1,325,276,274,273,1590229048026
-117,-117,0,0,325,276,276,275,1590229050466
-118,-118,0,0,325,276,276,276,1590229052897
-118,-118,0,0,325,276,275,275,1590229055326
-119,-116,0,-1,325,275,274,273,1590229057756
-118,-116,0,-1,325,276,273,273,1590229060186
-118,-118,0,0,325,276,276,276,1590229062626
-118,-118,0,0,325,276,276,275,1590229065056
-119,-117,0,-1,325,275,274,273,1590229067486
-118,-116,0,-1,325,276,274,273,1590229069916
-117,-116,0,-1,325,275,274,273,1590229072346
-117,-117,0,0,325,276,276,275,1590229074776
-117,-118,0,0,325,276,276,276,1590229077206
-118,-118,0,0,325,276,276,276,1590229079636
-119,-117,0,-1,325,276,274,274,1590229082066
-119,-116,0,-1,325,277,274,274,1590229084440
-118,-117,0,0,325,276,275,275,1590229086867
-119,-116,0,-1,326,276,274,273,1590229089296
-118,-116,0,-1,326,276,274,273,1590229091727
-117,-116,0,0,325,275,274,274,1590229094156
-117,-117,0,0,326,276,276,276,1590229096586
-118,-118,0,0,326,276,276,276,1590229099016
-118,-117,0,0,326,276,275,275,1590229101447
-119,-116,0,0,326,277,274,275,1590229103826
-117,-115,0,-1,326,275,274,273,1590229106257
-117,-117,0,0,326,276,275,274,1590229108687
-117,-118,0,0,325,275,277,274,1590229111060
-117,-116,0,-1,326,275,274,274,1590229113486
-117,-117,0,0,326,276,276,275,1590229115916
-118,-118,0,0,326,276,276,276,1590229118346
-118,-117,0,0,326,276,276,275,1590229120777
-119,-117,0,-1,326,276,274,273,1590229123207
-118,-116,0,-1,326,276,274,273,1590229125636
-117,-116,0,-1,326,275,274,274,1590229128066
-117,-117,0,0,325,276,275,276,1590229130507
-119,-117,0,0,325,276,276,275,1590229132947
-117,-118,0,0,325,276,276,276,1590229135377
-118,-118,0,0,325,276,276,276,1590229137807
-119,-117,0,-1,325,276,274,274,1590229140236
-119,-116,0,-1,325,276,274,273,1590229142666
-117,-116,0,-1,325,275,275,275,1590229145120
-117,-116,0,-1,325,275,274,273,1590229147547
-117,-117,0,0,325,276,275,275,1590229149984
-117,-116,0,-1,325,276,274,273,1590229152416
-118,-116,0,-1,325,276,274,273,1590229154846
-117,-116,0,-1,325,275,275,274,1590229157276
-117,-118,0,0,325,276,276,275,1590229159706
